,gender,senior,partner,dependents,tenure,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,internet_dsl,internet_fiber,internet_no,contract_month,contract_1_yr,contract_2_yr,payment_bank,payment_credit_card,payment_electronic_check,payment_mailed_check,churn
5290,0,0,1,1,71,0,0,1,1,0,1,1,1,0,59.7,4122.65,1,0,0,0,0,1,1,0,0,0,0
7026,0,0,0,0,9,1,0,0,0,0,0,0,0,1,44.2,403.35,1,0,0,1,0,0,1,0,0,0,1
5217,0,0,0,0,10,1,1,0,0,0,0,0,0,1,24.5,270.15,0,0,1,1,0,0,0,0,0,1,0
2667,0,0,0,0,72,1,1,1,1,1,1,1,1,0,115.05,8405.0,0,1,0,0,0,1,0,1,0,0,0
3223,1,0,1,0,3,0,0,0,1,0,0,0,0,0,29.8,94.4,1,0,0,1,0,0,0,1,0,0,0
1182,1,0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,1,0,0,1,0,0,0,0,1,0,0
6387,0,0,1,0,35,1,0,0,1,0,1,0,0,0,56.85,1861.1,1,0,0,1,0,0,0,0,1,0,0
614,1,0,0,0,50,1,1,0,0,1,1,0,1,0,69.5,3418.2,1,0,0,0,0,1,1,0,0,0,0
6912,1,0,0,0,9,1,1,0,0,0,0,1,0,1,85.5,791.7,0,1,0,1,0,0,0,0,1,0,0
1466,1,0,1,1,12,1,0,1,0,0,0,0,0,1,49.2,571.15,1,0,0,1,0,0,0,0,1,0,0
4497,1,1,1,0,60,1,0,0,1,1,0,1,1,1,97.95,5867.0,0,1,0,0,1,0,0,0,1,0,0
3042,1,0,0,0,46,0,0,0,1,0,0,0,0,0,30.3,1380.1,1,0,0,1,0,0,1,0,0,0,1
934,0,0,0,0,12,0,0,1,0,0,1,0,0,1,33.6,435.45,1,0,0,0,1,0,0,0,0,1,0
2419,0,0,0,0,11,1,0,0,0,1,1,0,0,0,53.8,651.55,1,0,0,0,1,0,1,0,0,0,0
5085,1,0,0,0,39,0,0,0,0,0,1,0,1,1,40.6,1494.5,1,0,0,1,0,0,0,0,1,0,0
6351,1,0,1,1,50,1,1,0,1,0,1,1,1,0,103.7,5071.05,0,1,0,1,0,0,0,0,1,0,1
5704,0,0,1,0,19,1,1,0,0,0,0,1,0,1,86.85,1564.4,0,1,0,1,0,0,0,0,1,0,0
4822,1,0,1,1,72,1,0,1,0,1,1,1,1,1,104.9,7559.55,0,1,0,0,0,1,0,1,0,0,0
826,1,1,1,0,7,1,1,0,0,0,0,1,1,1,95.6,644.35,0,1,0,1,0,0,1,0,0,0,1
1521,1,0,0,0,37,1,1,1,1,1,1,0,0,0,67.45,2443.3,1,0,0,0,1,0,0,0,1,0,0
2930,1,0,1,1,31,1,1,0,0,0,0,0,0,0,25.75,755.6,0,0,1,0,0,1,0,0,0,1,0
4232,0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,0,1,0,1,0,0,0,0,0,1,1
628,0,1,0,0,72,1,1,0,1,1,1,1,1,0,111.65,7943.45,0,1,0,0,0,1,0,0,1,0,0
4430,0,0,1,1,32,1,0,1,1,0,1,0,0,0,61.4,1864.65,1,0,0,1,0,0,1,0,0,0,0
3853,1,0,0,0,46,1,1,0,0,0,0,0,0,0,72.8,3249.4,0,1,0,1,0,0,1,0,0,0,0
390,0,0,0,0,27,1,1,0,0,0,0,1,1,1,95.6,2595.25,0,1,0,1,0,0,1,0,0,0,0
4345,1,0,1,1,69,1,0,0,0,0,0,0,0,1,20.55,1403.1,0,0,1,0,1,0,0,1,0,0,0
6862,0,1,0,0,4,1,1,0,0,1,0,0,1,1,88.85,372.45,0,1,0,1,0,0,0,0,1,0,1
3990,1,0,0,0,14,1,0,0,0,0,0,1,1,1,92.9,1337.45,0,1,0,1,0,0,0,0,1,0,0
400,0,0,0,0,32,1,0,0,0,0,0,0,0,0,19.75,624.15,0,0,1,0,1,0,1,0,0,0,0
4806,1,0,0,0,67,1,0,0,0,0,0,0,0,1,19.45,1195.95,0,0,1,0,1,0,0,0,0,1,0
5135,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,1,0,0,0,0,1,0,0
5687,1,0,0,0,43,1,0,1,1,1,1,0,0,1,90.65,3882.3,0,1,0,0,1,0,0,1,0,0,0
3359,1,0,0,0,21,1,0,0,0,0,0,0,0,1,19.95,416.4,0,0,1,1,0,0,0,0,0,1,0
46,1,0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,1,0,0,1,0,0,0,0,0,1,0
6752,0,0,0,0,12,0,0,1,0,1,1,0,1,0,49.85,552.1,1,0,0,0,0,1,0,0,0,1,0
6937,0,0,0,0,28,0,0,0,0,1,1,0,0,1,35.75,961.4,1,0,0,1,0,0,0,0,0,1,0
3642,0,1,0,0,30,1,1,0,1,1,0,1,1,1,104.1,3121.1,0,1,0,1,0,0,0,0,1,0,0
3726,1,0,0,0,16,1,1,0,0,0,1,0,1,1,89.05,1448.6,0,1,0,1,0,0,0,1,0,0,1
6444,1,0,0,1,31,1,1,0,1,0,1,1,1,1,79.45,2587.7,1,0,0,0,1,0,0,0,0,1,1
5208,0,0,1,1,14,1,0,1,1,0,1,0,0,0,59.45,780.85,1,0,0,1,0,0,1,0,0,0,0
5319,0,1,1,0,72,1,1,1,0,1,1,1,1,1,109.75,8075.35,0,1,0,0,0,1,0,0,0,1,0
6832,0,0,1,1,53,1,0,0,0,0,0,0,0,0,20.9,1146.05,0,0,1,0,0,1,0,0,0,1,0
2421,1,0,0,0,68,0,0,0,0,1,0,0,1,1,39.9,2796.35,1,0,0,1,0,0,1,0,0,0,0
1750,0,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,0,1,0,0,0,1,1,0,0,0,0
6805,0,1,1,0,70,1,1,0,1,0,1,1,1,1,105.55,7195.35,0,1,0,0,1,0,1,0,0,0,0
5767,0,0,1,0,65,1,0,0,0,0,1,1,0,1,59.8,3808.2,1,0,0,0,0,1,0,1,0,0,0
4062,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.5,70.5,0,1,0,1,0,0,0,0,1,0,1
338,0,0,0,0,36,1,0,0,1,0,0,1,1,1,94.8,3565.65,0,1,0,1,0,0,0,1,0,0,0
215,0,0,1,0,57,0,0,1,1,1,0,1,1,1,58.75,3437.45,1,0,0,1,0,0,1,0,0,0,0
3663,0,0,0,0,9,1,0,0,0,0,0,1,1,1,88.4,788.6,0,1,0,1,0,0,0,0,0,1,0
1341,1,0,0,1,3,1,0,0,0,0,0,1,0,1,54.7,169.45,1,0,0,1,0,0,0,1,0,0,1
6437,0,0,1,1,19,1,1,0,0,0,0,0,0,1,24.9,467.7,0,0,1,0,0,1,1,0,0,0,0
3894,0,0,1,0,68,1,1,1,1,1,1,1,1,0,118.6,7990.05,0,1,0,0,0,1,0,0,0,1,0
3640,1,1,1,0,29,1,1,0,1,1,0,0,1,1,95.9,2745.2,0,1,0,1,0,0,0,0,1,0,1
329,0,1,0,0,17,1,1,0,0,1,0,0,0,1,82.65,1470.05,0,1,0,1,0,0,0,1,0,0,0
5537,1,1,1,0,71,1,1,1,1,1,1,1,1,1,115.05,8016.6,0,1,0,0,0,1,1,0,0,0,0
3004,1,0,1,1,1,1,0,0,0,0,0,1,1,0,89.15,89.15,0,1,0,1,0,0,0,0,0,1,1
6721,0,0,1,1,49,1,1,0,1,0,1,1,1,0,79.3,3902.45,1,0,0,0,0,1,1,0,0,0,0
3115,0,0,0,0,13,1,1,0,1,1,0,0,0,1,84.45,1058.6,0,1,0,1,0,0,0,0,1,0,1
6808,1,0,0,0,39,1,0,1,0,1,0,1,1,1,100.45,3801.7,0,1,0,0,0,1,0,0,1,0,0
2322,0,0,0,1,49,1,0,0,0,0,0,0,0,0,20.45,1024.65,0,0,1,0,0,1,0,1,0,0,0
4197,0,0,0,1,22,1,1,0,0,0,0,0,1,1,84.75,1816.75,0,1,0,1,0,0,0,0,1,0,0
3549,1,0,1,1,61,1,0,1,1,1,1,0,0,1,68.05,4158.25,1,0,0,0,0,1,1,0,0,0,0
1458,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,0,0,1,1,0,0,0,0,1,0,1
171,0,0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,0,1,0,1,0,0,0,0,1,0,1
4203,0,0,0,1,7,1,0,0,0,0,0,0,0,0,20.05,96.8,0,0,1,0,1,0,0,0,0,1,0
5896,1,1,1,0,71,1,1,0,0,0,0,0,0,0,25.45,1789.65,0,0,1,0,0,1,0,1,0,0,0
3569,1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,0,0,1,0,1,0,0,0,0,1,0
4226,0,0,1,0,3,1,1,0,0,0,0,0,0,1,75.85,256.6,0,1,0,1,0,0,0,0,1,0,1
5158,1,0,0,0,72,1,1,0,0,0,0,0,0,0,24.75,1777.6,0,0,1,0,0,1,1,0,0,0,0
5744,1,1,1,0,40,1,0,0,0,0,0,0,1,0,55.8,2283.3,1,0,0,0,1,0,0,0,1,0,0
6594,1,0,0,0,14,1,0,0,0,0,0,0,0,1,20.05,299.3,0,0,1,1,0,0,0,0,1,0,0
938,0,0,1,0,65,1,1,0,1,1,1,1,1,1,108.05,7118.9,0,1,0,0,1,0,0,1,0,0,0
60,0,0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,1,0,1,0,0,0,0,1,0,0
1240,1,0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,0,0,1,1,0,0,0,0,0,1,0
5136,1,1,0,0,2,1,1,0,0,0,0,0,0,1,72.6,154.3,0,1,0,1,0,0,0,0,0,1,0
5884,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1,0,0,0,1,0,1,0,0,0,1
2120,0,0,1,1,55,1,0,0,0,0,0,0,0,0,21.0,1210.3,0,0,1,0,0,1,0,0,0,1,0
1524,0,0,0,0,63,1,1,0,1,1,1,1,1,1,109.85,7002.95,0,1,0,1,0,0,0,1,0,0,0
153,1,0,1,1,62,1,0,1,1,1,1,1,1,0,86.1,5215.25,1,0,0,0,0,1,0,0,1,0,0
481,0,0,1,0,48,0,0,1,0,1,0,0,1,1,45.3,2145.0,1,0,0,1,0,0,1,0,0,0,1
4460,1,0,1,0,18,1,0,0,0,1,1,0,0,0,78.2,1468.75,0,1,0,1,0,0,0,0,1,0,0
3920,1,0,0,0,71,1,1,0,0,1,1,0,0,1,86.4,6172.0,0,1,0,0,0,1,0,1,0,0,0
1762,1,0,1,1,35,1,1,0,1,0,0,1,0,1,89.65,3161.6,0,1,0,1,0,0,1,0,0,0,0
750,0,0,0,0,27,1,0,1,1,0,0,0,0,1,56.7,1652.95,1,0,0,1,0,0,0,0,0,1,0
1785,1,0,1,1,68,1,1,1,1,1,1,1,1,1,92.2,6392.85,1,0,0,0,0,1,0,1,0,0,0
6613,0,0,0,0,3,1,0,0,0,0,0,0,0,0,20.4,63.15,0,0,1,1,0,0,0,0,0,1,0
4501,0,0,0,0,39,1,0,0,0,0,0,0,0,0,20.7,762.45,0,0,1,0,0,1,0,1,0,0,0
4853,0,0,0,0,53,1,0,0,1,1,1,0,1,1,94.45,5042.75,0,1,0,0,1,0,0,1,0,0,0
2711,0,0,1,1,28,1,0,0,0,0,0,1,1,1,90.1,2598.95,0,1,0,0,1,0,1,0,0,0,1
5689,1,0,0,0,5,1,0,0,1,0,0,0,0,1,74.65,383.65,0,1,0,1,0,0,0,0,1,0,0
4193,1,0,0,0,10,1,0,0,0,0,0,0,0,0,19.75,208.25,0,0,1,1,0,0,0,1,0,0,0
1333,1,0,0,0,50,0,0,1,0,0,1,0,0,1,35.4,1748.9,1,0,0,0,1,0,0,0,0,1,0
7035,1,0,0,0,19,1,0,0,0,0,0,1,0,1,78.7,1495.1,0,1,0,1,0,0,1,0,0,0,0
2854,1,0,1,1,17,1,1,1,0,1,0,1,0,1,70.35,1201.65,1,0,0,0,1,0,1,0,0,0,0
186,1,0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,1,0,0,1,0,0,0,0,0,1,0
1136,0,0,1,1,63,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,0,1,0,0,1,0,1,0,0,0
2058,1,0,0,0,72,1,1,1,1,1,1,1,1,0,86.65,6224.8,1,0,0,0,0,1,1,0,0,0,0
5903,1,0,1,0,52,1,1,1,0,1,1,0,0,1,91.6,4627.8,0,1,0,0,0,1,0,1,0,0,0
6200,0,0,1,1,59,1,0,0,0,0,0,0,0,0,19.5,1222.65,0,0,1,0,0,1,0,1,0,0,0
148,1,0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,1,0,0,0,1,0,0,1,0,0,0
4124,0,1,1,0,19,1,1,0,0,0,0,1,1,1,94.95,1760.25,0,1,0,1,0,0,0,0,1,0,0
4889,1,0,1,1,47,1,1,1,1,1,1,1,1,1,113.45,5317.8,0,1,0,0,1,0,1,0,0,0,0
6683,1,0,0,0,43,0,0,0,0,1,1,0,1,0,44.15,1931.3,1,0,0,0,1,0,0,0,1,0,0
3363,1,0,1,0,57,0,0,0,1,1,1,1,1,1,57.5,3265.95,1,0,0,0,0,1,1,0,0,0,0
4788,1,0,0,0,59,1,1,0,0,1,0,0,0,0,54.15,3116.15,1,0,0,0,0,1,0,1,0,0,0
2866,0,0,0,0,12,1,0,0,1,0,0,0,1,1,84.6,1017.35,0,1,0,1,0,0,0,0,1,0,0
3776,1,0,1,0,43,1,0,0,0,0,0,1,0,1,56.35,2391.15,1,0,0,0,1,0,0,0,0,1,0
1386,1,0,0,0,64,1,1,0,1,1,1,1,1,0,86.55,5632.55,1,0,0,0,0,1,0,1,0,0,0
6649,1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.85,138.85,0,0,1,1,0,0,0,1,0,0,0
5825,1,1,1,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,0,1,0,1,0,0,0,0,1,0,1
3629,1,0,1,1,17,1,1,0,0,0,0,0,0,1,25.15,412.6,0,0,1,0,0,1,0,0,0,1,0
6333,0,1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,0,1,0,0,1,0,0,0,1,0,1
4797,1,0,1,1,72,1,1,1,1,1,1,1,1,1,114.05,8289.2,0,1,0,0,0,1,0,1,0,0,0
3028,1,0,0,0,5,0,0,1,1,1,1,0,0,1,43.25,219.0,1,0,0,1,0,0,0,0,0,1,1
2969,0,0,1,1,65,1,1,1,0,1,1,1,1,0,109.3,7337.55,0,1,0,0,0,1,0,0,1,0,0
6120,1,0,0,0,6,1,0,0,1,0,0,1,0,0,59.45,357.6,1,0,0,1,0,0,0,0,1,0,0
1708,1,0,0,0,4,1,0,0,0,1,1,1,1,1,74.4,299.7,1,0,0,1,0,0,0,0,1,0,1
2953,0,0,1,1,20,1,1,0,1,1,0,1,1,1,105.85,2239.65,0,1,0,1,0,0,1,0,0,0,1
454,0,0,1,0,61,1,1,0,0,0,0,0,0,0,24.4,1417.9,0,0,1,0,0,1,0,0,0,1,0
609,0,1,1,0,65,1,1,1,0,1,0,1,1,0,105.25,6786.4,0,1,0,1,0,0,1,0,0,0,1
4263,0,0,1,0,72,1,1,1,1,1,1,1,1,1,115.55,8312.4,0,1,0,0,0,1,0,1,0,0,0
4826,0,1,0,0,8,1,1,0,1,1,0,1,1,1,105.5,829.55,0,1,0,1,0,0,0,0,1,0,1
5968,0,0,0,0,12,1,1,0,0,0,1,1,1,0,74.05,872.65,1,0,0,0,1,0,0,0,0,1,1
2074,0,1,0,0,43,1,0,1,1,0,1,1,1,1,108.15,4600.7,0,1,0,1,0,0,0,1,0,0,1
4052,0,1,0,0,30,0,0,0,0,1,0,1,0,1,40.3,1172.95,1,0,0,1,0,0,0,0,1,0,1
5723,1,0,0,0,58,1,1,0,0,0,1,0,0,0,80.65,4807.35,0,1,0,1,0,0,1,0,0,0,0
1622,0,0,1,0,46,1,0,1,1,0,1,0,1,0,70.6,3231.05,1,0,0,0,1,0,0,0,0,1,0
4683,1,0,0,0,24,1,1,0,0,0,0,1,1,1,94.1,2322.85,0,1,0,1,0,0,0,0,1,0,0
5497,1,0,1,1,49,0,0,0,1,0,0,1,1,1,51.8,2541.25,1,0,0,0,1,0,1,0,0,0,1
6165,1,1,0,0,4,1,0,0,0,0,0,0,0,1,70.65,293.85,0,1,0,1,0,0,0,0,1,0,0
40,1,0,1,1,10,1,0,0,1,0,0,0,0,0,49.55,475.7,1,0,0,0,1,0,0,0,0,1,0
5475,1,0,0,1,54,1,1,0,1,0,0,0,0,1,55.0,3092.65,1,0,0,1,0,0,0,1,0,0,1
2089,0,0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,1,0,0,0,0,1,0,1,0,0,0
3924,0,0,1,1,48,1,1,0,0,0,0,0,1,1,82.05,4029.95,0,1,0,0,1,0,0,0,0,1,1
2175,0,0,0,0,30,1,0,0,0,0,1,1,0,0,85.15,2555.9,0,1,0,1,0,0,0,0,1,0,1
74,0,0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,1,0,0,1,0,0,1,0,0,0,0
5634,0,0,1,1,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,0,1,1,0,0,0,0,1,0,1
6946,0,0,0,1,48,0,0,0,1,1,0,0,1,0,45.55,2108.35,1,0,0,1,0,0,0,1,0,0,0
2657,0,0,0,0,29,1,1,1,0,0,0,0,1,1,66.1,1912.15,1,0,0,1,0,0,0,0,1,0,0
3180,0,0,0,0,3,1,0,0,0,0,0,0,0,0,20.0,63.6,0,0,1,1,0,0,0,0,0,1,0
2076,0,0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,1,0,0,0,1,0,0,1,0,0,0
441,0,1,0,0,49,1,1,1,0,0,0,1,1,0,101.55,5070.4,0,1,0,1,0,0,0,1,0,0,0
2051,0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.4,1346.2,0,0,1,0,0,1,0,0,0,1,0
2541,0,0,1,1,72,0,0,1,0,1,0,1,1,1,53.8,3952.45,1,0,0,0,0,1,0,1,0,0,0
1301,0,0,1,1,66,1,0,1,1,0,1,0,0,1,58.2,3810.8,1,0,0,0,0,1,0,1,0,0,0
3430,1,0,0,1,53,1,0,1,1,1,0,0,1,0,95.95,5036.9,0,1,0,0,1,0,0,0,1,0,0
1304,1,1,1,0,15,1,1,0,0,0,0,0,1,1,85.6,1345.55,0,1,0,1,0,0,1,0,0,0,1
236,0,0,0,0,10,0,0,0,0,0,1,0,0,1,29.6,299.05,1,0,0,0,0,1,0,0,0,1,0
6733,1,0,0,0,27,1,0,1,0,0,0,0,0,0,50.35,1411.35,1,0,0,1,0,0,0,0,0,1,0
2599,0,0,0,0,72,1,0,1,1,1,1,0,1,1,73.0,5265.2,1,0,0,0,0,1,0,1,0,0,0
4616,1,0,1,0,21,1,0,0,0,0,0,1,0,0,54.6,1125.2,1,0,0,1,0,0,1,0,0,0,0
2573,0,0,0,0,1,1,0,0,0,0,0,0,1,1,54.75,54.75,1,0,0,1,0,0,0,0,0,1,1
3280,1,0,1,0,55,1,0,1,1,1,0,0,0,0,58.6,3068.6,1,0,0,0,0,1,0,0,1,0,0
3186,0,0,1,1,58,1,0,0,0,0,0,0,0,0,20.3,1160.75,0,0,1,0,0,1,0,1,0,0,0
3953,0,1,0,0,6,1,0,0,0,1,0,0,0,0,74.4,434.1,0,1,0,1,0,0,0,0,1,0,1
2768,0,0,0,0,12,1,0,0,0,0,0,0,0,0,19.7,260.9,0,0,1,0,1,0,0,0,0,1,0
4831,0,0,0,0,18,0,0,1,1,0,1,0,0,1,40.2,711.95,1,0,0,0,1,0,0,0,0,1,0
4223,1,0,0,0,3,1,0,0,0,0,0,0,0,1,70.3,220.4,0,1,0,1,0,0,0,0,0,1,0
2106,1,0,1,1,55,1,0,1,0,0,0,0,1,0,59.45,3157.0,1,0,0,0,1,0,0,1,0,0,0
2679,1,0,1,0,4,1,1,0,0,0,0,0,0,1,74.65,301.4,0,1,0,1,0,0,0,0,1,0,1
2761,0,1,0,0,10,0,0,0,0,0,0,0,1,1,34.7,329.8,1,0,0,1,0,0,0,0,1,0,1
4688,0,1,1,0,70,1,1,1,0,0,0,0,1,1,90.85,6470.1,0,1,0,1,0,0,0,0,1,0,0
5399,0,0,0,0,50,1,0,0,0,0,0,0,0,0,19.75,989.05,0,0,1,0,1,0,1,0,0,0,0
1387,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24.3,1643.25,0,0,1,0,0,1,1,0,0,0,0
6605,1,1,0,0,66,1,1,0,1,1,1,1,1,0,110.9,7432.05,0,1,0,0,1,0,0,1,0,0,1
6368,1,1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,0,1,0,1,0,0,0,0,1,0,1
5660,0,0,0,1,44,1,1,0,1,0,0,1,1,1,77.55,3471.1,1,0,0,0,1,0,0,0,0,1,0
6792,1,0,0,0,56,1,1,0,0,0,0,0,0,0,24.9,1334.0,0,0,1,0,1,0,0,0,1,0,1
5000,1,0,0,0,6,1,0,0,0,0,1,0,0,1,49.5,312.7,1,0,0,1,0,0,0,1,0,0,0
1279,1,0,1,0,25,1,0,0,0,0,0,0,0,1,20.95,495.15,0,0,1,0,1,0,1,0,0,0,0
6281,1,0,0,0,6,1,0,0,0,0,0,0,0,0,20.6,116.6,0,0,1,0,1,0,0,0,0,1,0
6899,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.1,45.1,1,0,0,1,0,0,1,0,0,0,1
1555,0,0,1,0,53,1,0,1,1,1,0,1,1,1,106.1,5769.75,0,1,0,0,1,0,1,0,0,0,1
6800,0,0,1,0,14,1,0,1,1,0,1,1,1,0,105.95,1348.9,0,1,0,0,1,0,0,0,0,1,1
3190,1,0,1,1,66,0,0,0,0,1,1,1,1,0,54.65,3632.0,1,0,0,0,0,1,1,0,0,0,0
4566,1,0,1,0,68,1,0,0,1,0,1,1,1,1,100.3,6754.35,0,1,0,0,1,0,0,0,1,0,0
4802,0,0,0,0,28,1,0,0,1,0,1,0,0,0,54.65,1517.5,1,0,0,1,0,0,1,0,0,0,0
6600,0,0,1,1,3,0,0,1,0,0,0,0,0,0,29.7,91.7,1,0,0,1,0,0,0,1,0,0,1
4841,0,0,0,0,24,1,0,1,0,0,0,1,1,1,94.6,2283.15,0,1,0,1,0,0,0,0,1,0,0
3594,0,0,0,0,9,0,0,0,1,0,0,0,1,0,40.75,359.4,1,0,0,1,0,0,0,0,1,0,0
1920,1,0,1,0,22,1,0,0,0,0,0,0,0,1,20.45,471.55,0,0,1,1,0,0,1,0,0,0,0
513,0,0,0,0,56,1,1,0,1,0,1,1,1,1,105.45,5916.95,0,1,0,1,0,0,1,0,0,0,0
4177,1,0,0,1,21,1,0,0,0,0,0,0,0,0,45.65,985.05,1,0,0,1,0,0,0,0,0,1,0
1308,1,1,0,0,16,1,1,0,0,0,0,1,0,1,86.6,1281.0,0,1,0,1,0,0,0,0,1,0,1
914,1,0,1,1,72,1,1,0,0,0,0,0,0,1,25.2,1798.9,0,0,1,0,0,1,1,0,0,0,0
3452,1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.95,44.95,1,0,0,1,0,0,0,0,0,1,0
3695,0,0,1,1,32,1,1,0,1,0,0,1,1,1,98.85,3089.6,0,1,0,1,0,0,0,0,1,0,0
4242,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,1,0,0,0,0,0,1,0
3156,0,0,0,0,25,1,0,0,0,0,0,0,0,0,19.05,461.3,0,0,1,1,0,0,0,0,0,1,0
2198,0,0,1,1,17,1,1,0,0,1,1,0,0,1,61.95,1070.7,1,0,0,0,1,0,0,0,0,1,0
774,1,0,1,0,33,1,0,0,0,1,0,1,1,1,95.8,3036.75,0,1,0,0,1,0,0,0,1,0,1
4425,1,0,1,1,14,1,1,1,1,0,0,0,1,0,69.2,944.65,1,0,0,1,0,0,0,0,0,1,0
943,0,0,1,0,72,0,0,1,1,1,1,1,1,0,65.5,4919.7,1,0,0,0,0,1,1,0,0,0,0
822,1,0,0,0,47,1,1,0,1,1,0,1,1,1,103.1,4889.3,0,1,0,0,1,0,0,0,1,0,0
5005,0,0,1,0,39,1,0,1,0,1,1,1,1,1,104.7,4134.85,0,1,0,0,1,0,0,1,0,0,1
4277,0,0,0,0,6,1,0,0,0,0,0,0,0,1,20.95,109.5,0,0,1,1,0,0,0,0,0,1,0
164,0,0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,0,0,1,0,1,0,0,0,0,1,0
5619,0,1,1,0,20,1,0,0,0,0,0,1,1,1,91.0,1859.5,0,1,0,0,1,0,1,0,0,0,0
4547,1,0,1,1,62,1,1,1,1,0,0,1,1,1,105.5,6487.2,0,1,0,1,0,0,0,0,1,0,0
3983,1,0,0,0,1,0,0,0,0,0,0,0,0,1,24.25,24.25,1,0,0,1,0,0,0,0,1,0,1
2538,1,0,1,1,34,0,0,0,0,0,1,1,0,1,40.55,1325.85,1,0,0,0,0,1,0,0,1,0,0
6712,1,0,1,1,28,1,0,0,0,1,0,1,0,0,85.45,2289.9,0,1,0,1,0,0,0,0,1,0,0
1311,1,0,1,1,42,0,0,0,1,1,0,0,1,1,45.1,2049.05,1,0,0,0,1,0,0,1,0,0,0
5207,0,1,1,0,24,0,0,0,0,1,0,0,1,1,40.65,933.3,1,0,0,1,0,0,0,1,0,0,1
6399,0,0,0,0,55,1,1,0,0,0,0,0,0,1,73.1,4144.9,0,1,0,1,0,0,0,0,1,0,0
5383,1,0,0,0,36,1,1,0,0,0,0,0,1,1,84.75,3050.15,0,1,0,1,0,0,0,0,1,0,1
5871,1,0,0,0,24,1,1,1,0,0,0,0,0,1,55.65,1400.55,1,0,0,1,0,0,1,0,0,0,1
6531,0,0,0,0,25,1,0,0,1,0,1,0,1,1,65.8,1679.65,1,0,0,1,0,0,1,0,0,0,0
3300,0,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,0,0,1,0,1,0,0,0,0,1,0
3310,0,1,0,0,1,1,0,0,0,0,0,1,0,0,78.45,78.45,0,1,0,1,0,0,0,0,1,0,1
327,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,0,1,0,1,0,0,0,0,1,0,1
2490,1,0,0,1,39,1,1,0,0,0,1,1,1,0,100.55,3895.35,0,1,0,0,0,1,0,0,0,1,0
6593,1,0,1,0,55,0,0,0,0,1,1,1,1,1,54.55,2978.3,1,0,0,1,0,0,1,0,0,0,1
4408,0,0,1,1,72,1,1,1,0,1,0,1,0,1,71.45,5025.85,1,0,0,0,0,1,1,0,0,0,0
832,0,0,1,1,70,1,0,1,1,1,1,0,1,0,74.1,5222.3,1,0,0,0,1,0,0,1,0,0,0
3079,0,0,0,0,4,1,0,0,1,0,0,1,1,1,68.65,261.25,1,0,0,1,0,0,1,0,0,0,1
3462,1,0,0,0,7,1,1,0,0,0,0,0,1,1,85.2,602.55,0,1,0,1,0,0,0,0,0,1,1
5297,0,0,1,1,54,1,0,0,0,0,0,0,0,1,20.35,1092.35,0,0,1,0,0,1,1,0,0,0,0
6166,0,0,1,1,31,1,1,0,0,1,1,1,1,1,104.2,3243.45,0,1,0,1,0,0,0,0,1,0,1
54,0,1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,1,0,0,0,1,0,0,1,0,0,0
4064,0,0,0,0,1,1,0,1,0,0,0,0,0,0,50.15,50.15,1,0,0,1,0,0,0,0,1,0,0
3451,1,1,1,0,65,1,0,0,0,0,0,0,0,1,70.95,4555.2,0,1,0,0,1,0,1,0,0,0,0
1901,0,0,0,0,12,1,0,0,0,0,0,0,0,0,20.15,260.7,0,0,1,0,1,0,0,0,1,0,0
